County_Code,County_Name,Const_Code,Constituency_Name,Caw_Code,Caw_Name,PS_Code,Polling_Station_Name,lon,lat
001,Mombasa,001,Changamwe,0001,Port Reitz,001,Bomu Primary School,39.614248,-4.02653
001,Mombasa,001,Changamwe,0001,Port Reitz,002,Mwijabu Primary School,39.618888,-4.0398
001,Mombasa,001,Changamwe,0001,Port Reitz,003,Lilongwe Garden,,
001,Mombasa,001,Changamwe,0002,Kipevu,004,Umoja Primary School,39.621208,-4.03337
001,Mombasa,001,Changamwe,0002,Kipevu,005,Kisumu Ndogo Ground,,
001,Mombasa,001,Changamwe,0002,Kipevu,006,Kwa Hola Primary School,,
001,Mombasa,001,Changamwe,0002,Kipevu,007,Cape Town Ground,,
001,Mombasa,001,Changamwe,0002,Kipevu,008,Kaloleni Ground,,
001,Mombasa,001,Changamwe,0003,Airport,009,Bokole Nursery School,,
001,Mombasa,001,Changamwe,0003,Airport,010,Baraka Village,,
001,Mombasa,001,Changamwe,0003,Airport,011,Al-Irshadi Nursery School,,
001,Mombasa,001,Changamwe,0003,Airport,012,Mwidani Social Hall,,
001,Mombasa,001,Changamwe,0003,Airport,013,Portreitz Nursery School,,
001,Mombasa,001,Changamwe,0004,Changamwe,014,Changamwe Social Hall,,
001,Mombasa,001,Changamwe,0004,Changamwe,015,Changamwe Primary School,39.632158,-4.0283
001,Mombasa,001,Changamwe,0004,Changamwe,016,St. Lwanga Primary School,39.615638,-4.02848
001,Mombasa,001,Changamwe,0004,Changamwe,017,Changamwe Secondary School,,
001,Mombasa,001,Changamwe,0004,Changamwe,018,Gome Primary School,39.621578,-4.02065
001,Mombasa,001,Changamwe,0004,Changamwe,019,Magongo Primary School,39.624148,-4.02357
001,Mombasa,001,Changamwe,0004,Changamwe,020,Baptist Church Primary School,,
001,Mombasa,001,Changamwe,0005,Chaani,021,Chaani Social Hall,,
001,Mombasa,001,Changamwe,0005,Chaani,022,Kipevu Primary School,39.629478,-4.03138
001,Mombasa,001,Changamwe,0005,Chaani,023,Mikadini Primary School,39.624378,-4.03678
001,Mombasa,001,Changamwe,0005,Chaani,024,Chaani Primary School,39.622308,-4.03876
001,Mombasa,002,Jomvu,0006,Jomvu Kuu,001,Miritini World Bank Primary School,39.581298,-4.00253
001,Mombasa,002,Jomvu,0006,Jomvu Kuu,002,Jomvu Kuu Primary School,,
001,Mombasa,002,Jomvu,0006,Jomvu Kuu,003,Taratibu Social Hall,,
001,Mombasa,002,Jomvu,0006,Jomvu Kuu,004,Mirironi Primary School,,
001,Mombasa,002,Jomvu,0006,Jomvu Kuu,005,Aldinnah Nursery School,,
001,Mombasa,002,Jomvu,0006,Jomvu Kuu,006,Jomvu Narcol Nursery School,39.607438,-3.99931
001,Mombasa,002,Jomvu,0006,Jomvu Kuu,007,Swaleh Khalid Social Hall,,
001,Mombasa,002,Jomvu,0006,Jomvu Kuu,008,Nuru Community Based Rehabilitation School,39.593148,-4.00075
001,Mombasa,002,Jomvu,0007,Miritini,009,Abu-Ubaida Primary School,,
001,Mombasa,002,Jomvu,0007,Miritini,010,Miritini Primary School,39.581298,-4.00253
001,Mombasa,002,Jomvu,0007,Miritini,011,Bamako Innitiative Miritini,,
001,Mombasa,002,Jomvu,0007,Miritini,012,Railway Station Hall,,
001,Mombasa,002,Jomvu,0007,Miritini,013,Mwamlai Primary School,,
001,Mombasa,002,Jomvu,0008,Mikindani,014,Ministry Of Water Tanks,,
001,Mombasa,002,Jomvu,0008,Mikindani,015,Mikindani Social Hall,,
001,Mombasa,002,Jomvu,0008,Mikindani,016,Owino Uhuru Nursery School,,
001,Mombasa,002,Jomvu,0008,Mikindani,017,Kwa Shee Primary School,,
001,Mombasa,002,Jomvu,0008,Mikindani,018,Amani Primary School,,
001,Mombasa,002,Jomvu,0008,Mikindani,019,St. Mary's Bangladesh Primary School,39.615638,-4.02848
001,Mombasa,002,Jomvu,0008,Mikindani,020,Mikindani Primary School,39.630428,-4.00813
001,Mombasa,003,Kisauni,0009,Mjambere,001,Kisauni Baptist Primary School,39.685438,-4.02812
001,Mombasa,003,Kisauni,0009,Mjambere,002,Kisauni Water & Sewerage Offices,,
001,Mombasa,003,Kisauni,0009,Mjambere,003,Kadongo Grounds - Mishomoroni,,
001,Mombasa,003,Kisauni,0009,Mjambere,004,Snake Valley Grounds,,
001,Mombasa,003,Kisauni,0010,Junda,005,Nasa Junior Academy,,
001,Mombasa,003,Kisauni,0010,Junda,006,Manyani Grounds,,
001,Mombasa,003,Kisauni,0010,Junda,007,Ifc Church,,
001,Mombasa,003,Kisauni,0010,Junda,008,Emmas Academy,,
001,Mombasa,003,Kisauni,0010,Junda,009,New Hope Secondary School - Makumba,39.632588,-4.00124
001,Mombasa,003,Kisauni,0010,Junda,010,Assistant Chief's Camp - Machafuko,,
001,Mombasa,003,Kisauni,0011,Bamburi,011,Kashani Primary School,39.700628,-3.97283
001,Mombasa,003,Kisauni,0011,Bamburi,012,Majaoni Primary School,39.865299,-3.56112
001,Mombasa,003,Kisauni,0011,Bamburi,013,Kiembeni Primary School,,
001,Mombasa,003,Kisauni,0011,Bamburi,014,St. Elizabeth Academy,,
001,Mombasa,003,Kisauni,0011,Bamburi,015,Mdengerekeni Primary School,,
001,Mombasa,003,Kisauni,0012,Mwakirunge,016,Marimani Primary School,39.667738,-3.96129
001,Mombasa,003,Kisauni,0012,Mwakirunge,017,Colorado Primary School,,
001,Mombasa,003,Kisauni,0012,Mwakirunge,018,Voroni Community Primary School,,
001,Mombasa,003,Kisauni,0012,Mwakirunge,019,Maunguja Primary School,,
001,Mombasa,003,Kisauni,0012,Mwakirunge,020,Mwakirunge Primary School,39.650548,-3.93706
001,Mombasa,003,Kisauni,0013,Mtopanga,021,Kiembeni Baptist Primary School,39.698418,-3.99894
001,Mombasa,003,Kisauni,0013,Mtopanga,022,Mtopanga Primary School,39.692848,-4.00623
001,Mombasa,003,Kisauni,0013,Mtopanga,023,Concordia Primary School,39.683978,-3.99896
001,Mombasa,003,Kisauni,0013,Mtopanga,024,Community Of Christ Church-Mtopanga,,
001,Mombasa,003,Kisauni,0013,Mtopanga,025,St.Josephs Herman Primary School,,
001,Mombasa,003,Kisauni,0013,Mtopanga,026,Perma Sharp Grounds,,
001,Mombasa,003,Kisauni,0014,Magogoni,027,Mishomoroni Junior Academy,39.683678,-4.02185
001,Mombasa,003,Kisauni,0014,Magogoni,028,Mwandoni [Kishada] Play Grounds,,
001,Mombasa,003,Kisauni,0014,Magogoni,029,Barsheba Sokoni Grounds,,
001,Mombasa,003,Kisauni,0014,Magogoni,030,Mwandoni Blue Bench Grounds,,
001,Mombasa,003,Kisauni,0014,Magogoni,031,Mwandoni Kwa Mtumwa Grounds,,
001,Mombasa,003,Kisauni,0014,Magogoni,032,Mjahidina Muslim School,,
001,Mombasa,003,Kisauni,0015,Shanzu,033,Mikoroshoni Primary School,39.728988,-3.9693
001,Mombasa,003,Kisauni,0015,Shanzu,034,Utange Primary School,39.718108,-3.97915
001,Mombasa,003,Kisauni,0015,Shanzu,035,Mwembelegeza Nursery School,,
001,Mombasa,003,Kisauni,0015,Shanzu,036,Zimlat Primary School,39.727268,-3.97579
001,Mombasa,003,Kisauni,0015,Shanzu,037,Bamburi Primary School,39.698328,-4.0051
001,Mombasa,003,Kisauni,0015,Shanzu,038,Shanzu Teachers Training College,39.721158,-3.9714
001,Mombasa,003,Kisauni,0015,Shanzu,039,Shimo La Tewa Primary School,39.731838,-3.9633
001,Mombasa,004,Nyali,0016,Frere Town,001,Khadija Primary School,39.688998,-4.03201
001,Mombasa,004,Nyali,0016,Frere Town,002,Fadhil-Adhym Primary School,,
001,Mombasa,004,Nyali,0016,Frere Town,003,Mlaleo Primary School,39.687318,-4.02916
001,Mombasa,004,Nyali,0016,Frere Town,004,Frere Town Primary School,,
001,Mombasa,004,Nyali,0016,Frere Town,005,Mwandoni Kadiria Grounds,,
001,Mombasa,004,Nyali,0016,Frere Town,006,Victoria Baptist Primary School,39.698908,-4.019
001,Mombasa,004,Nyali,0016,Frere Town,007,Sarajevo Grounds,,
001,Mombasa,004,Nyali,0017,Ziwa La Ng'ombe,008,Mombasa Training Institute,,
001,Mombasa,004,Nyali,0017,Ziwa La Ng'ombe,009,Ziwa La Ng'ombe Primary School,39.699858,-4.02662
001,Mombasa,004,Nyali,0017,Ziwa La Ng'ombe,010,Olive Rehabilitation Centre - Mkunguni,,
001,Mombasa,004,Nyali,0017,Ziwa La Ng'ombe,011,Tumaini Academy/Church Of Christ,,
001,Mombasa,004,Nyali,0018,Mkomani,012,Maweni Primary School,,
001,Mombasa,004,Nyali,0018,Mkomani,013,Nyali Elim Fellowship Church,,
001,Mombasa,004,Nyali,0018,Mkomani,014,St. Kevin Academy Mkomani,,
001,Mombasa,004,Nyali,0018,Mkomani,015,Ask Grond - Gate'a',,
001,Mombasa,004,Nyali,0019,Kongowea,017,Kongowea Primary School,39.687108,-4.03971
001,Mombasa,004,Nyali,0019,Kongowea,018,Kwa Karama Grounds,,
001,Mombasa,004,Nyali,0019,Kongowea,019,Kengeleni Primary School,39.682228,-4.04143
001,Mombasa,004,Nyali,0019,Kongowea,020,Municipal Social Hall - Kongowea,,
001,Mombasa,004,Nyali,0019,Kongowea,021,Methodist Church - Kongowea,,
001,Mombasa,004,Nyali,0020,Kadzandani,022,Bombolulu Estate - Posta,,
001,Mombasa,004,Nyali,0020,Kadzandani,023,Bombolulu Cultural Centre Workshop Hall,,
001,Mombasa,004,Nyali,0020,Kadzandani,024,Bahawani Primary School,,
001,Mombasa,004,Nyali,0020,Kadzandani,025,Bashir Primary School,39.698728,-4.00894
001,Mombasa,004,Nyali,0020,Kadzandani,026,Kadzandani Primary School,39.703778,-4.0081
001,Mombasa,004,Nyali,0020,Kadzandani,027,Marianist Polytechnic,,
001,Mombasa,004,Nyali,0020,Kadzandani,028,Soweto Grounds,,
001,Mombasa,004,Nyali,0020,Kadzandani,029,Mwatamba Grounds,,
001,Mombasa,004,Nyali,0020,Kadzandani,030,Baraka High School,,
001,Mombasa,005,Likoni,0021,Mtongwe,001,Mtongwe Primary School,39.639578,-4.08126
001,Mombasa,005,Likoni,0021,Mtongwe,002,Longo Primary School,39.634038,-4.08062
001,Mombasa,005,Likoni,0021,Mtongwe,003,Mtongwe Social Hall,,
001,Mombasa,005,Likoni,0021,Mtongwe,004,Vijiweni Primary School,39.638918,-4.09212
001,Mombasa,005,Likoni,0021,Mtongwe,005,Mwangala Primary School,39.595118,-4.08075
001,Mombasa,005,Likoni,0021,Mtongwe,006,Mweza Primary School,39.645528,-4.08095
001,Mombasa,005,Likoni,0021,Mtongwe,007,Mkwajuni Market,,
001,Mombasa,005,Likoni,0021,Mtongwe,008,St.Joseph Nursary School,,
001,Mombasa,005,Likoni,0022,Shika Adabu,009,Shika Adabu Primary School,39.638178,-4.11389
001,Mombasa,005,Likoni,0022,Shika Adabu,010,Consolata Primary School,,
001,Mombasa,005,Likoni,0022,Shika Adabu,011,Vyemani Primary School,39.632138,-4.10584
001,Mombasa,005,Likoni,0022,Shika Adabu,012,Vijiweni Grounds,,
001,Mombasa,005,Likoni,0022,Shika Adabu,013,Ujamaa Grounds,,
001,Mombasa,005,Likoni,0023,Bofu,014,Daru Ulum Madrasa,,
001,Mombasa,005,Likoni,0023,Bofu,015,Jamvi La Wageni Primary School,39.648888,-4.08401
001,Mombasa,005,Likoni,0023,Bofu,016,Peleleza Primary School,39.651008,-4.07848
001,Mombasa,005,Likoni,0023,Bofu,017,Likoni Muslim Primary School,39.655857,-4.102602
001,Mombasa,005,Likoni,0024,Likoni,018,Likoni Primary School,39.655857,-4.102602
001,Mombasa,005,Likoni,0024,Likoni,019,The Vision Senior School,,
001,Mombasa,005,Likoni,0025,Timbwani,020,Likoni Flats Social Hall,,
001,Mombasa,005,Likoni,0025,Timbwani,021,Consolata Nursery School,,
001,Mombasa,005,Likoni,0025,Timbwani,022,Timbwani Primary School,,
001,Mombasa,005,Likoni,0025,Timbwani,023,Mrima Primary School,39.24325,-4.493718
001,Mombasa,005,Likoni,0025,Timbwani,024,Ushindi Baptist Primary School,39.659368,-4.08918
001,Mombasa,005,Likoni,0025,Timbwani,025,Maji Safi Primary School,39.779938,-3.14343
001,Mombasa,005,Likoni,0025,Timbwani,026,Majengo Mapya -Muzdalifa,,
001,Mombasa,006,Mvita,0026,Mji Wa Kale/Makadara,001,Kaderbhoy Old Town Dispnsary,,
001,Mombasa,006,Mvita,0026,Mji Wa Kale/Makadara,002,Fort Jesus Museum,39.660978,-4.0648
001,Mombasa,006,Mvita,0026,Mji Wa Kale/Makadara,003,Coast Girls Secondary School,,
001,Mombasa,006,Mvita,0026,Mji Wa Kale/Makadara,004,Star Of The Sea Primary School,39.670118,-4.06901
001,Mombasa,006,Mvita,0026,Mji Wa Kale/Makadara,005,Mbaraki Primary School,,
001,Mombasa,006,Mvita,0026,Mji Wa Kale/Makadara,006,Sonara Social Hall,,
001,Mombasa,006,Mvita,0026,Mji Wa Kale/Makadara,007,Allidina Visram High School,39.67591,-4.046
001,Mombasa,006,Mvita,0026,Mji Wa Kale/Makadara,008,Hajam Jamaat Hall,,
001,Mombasa,006,Mvita,0026,Mji Wa Kale/Makadara,009,Serani Primary  School,39.673788,-4.06529
001,Mombasa,006,Mvita,0026,Mji Wa Kale/Makadara,010,Mombasa Primary School,39.612358,-4.02288
001,Mombasa,006,Mvita,0026,Mji Wa Kale/Makadara,011,Government Training Institute Mombasa(Gti),,
001,Mombasa,006,Mvita,0026,Mji Wa Kale/Makadara,012,Tijara Gardens,,
001,Mombasa,006,Mvita,0027,Tudor,013,Tudor Village Hall,,
001,Mombasa,006,Mvita,0027,Tudor,014,St. Augustine Primary School,39.615638,-4.02848
001,Mombasa,006,Mvita,0027,Tudor,015,Tudor Primary School,39.664641,-4.035237
001,Mombasa,006,Mvita,0027,Tudor,016,R. G. Ngala Primary School,,
001,Mombasa,006,Mvita,0027,Tudor,017,Fahari Primary School,39.853928,-1.16646
001,Mombasa,006,Mvita,0027,Tudor,018,Sparki Primary School,39.662049,-4.040219
001,Mombasa,006,Mvita,0027,Tudor,019,Burhania Primary School,,
001,Mombasa,006,Mvita,0027,Tudor,020,Municipal Inspectorate Offices,,
001,Mombasa,006,Mvita,0027,Tudor,021,Tudor Day Secondary School,,
001,Mombasa,006,Mvita,0027,Tudor,022,Kpa Hall Makande,,
001,Mombasa,006,Mvita,0027,Tudor,023,Khamisi Secondary School,,
001,Mombasa,006,Mvita,0028,Tononoka,024,Mwembe-Tayari Public Health Clinic (Phc),,
001,Mombasa,006,Mvita,0028,Tononoka,025,Kumbar Primary School,,
001,Mombasa,006,Mvita,0028,Tononoka,026,Al-Amani Social Hall - Floringi,,
001,Mombasa,006,Mvita,0028,Tononoka,027,Shariff Nassir Secondary School,,
001,Mombasa,006,Mvita,0028,Tononoka,028,Chandaria Hall,,
001,Mombasa,006,Mvita,0028,Tononoka,029,Kikowani Primary School,,
001,Mombasa,006,Mvita,0028,Tononoka,030,Tononoka Social Hall,,
001,Mombasa,006,Mvita,0028,Tononoka,031,Tononoka Nursery School,,
001,Mombasa,006,Mvita,0028,Tononoka,032,Municipal Stadium,,
001,Mombasa,006,Mvita,0028,Tononoka,033,Central Girls Primary School,39.667908,-4.04757
001,Mombasa,006,Mvita,0028,Tononoka,034,Buxton Estate Hall,,
001,Mombasa,006,Mvita,0029,Shimanzi/Ganjoni,035,Public Works Offices,,
001,Mombasa,006,Mvita,0029,Shimanzi/Ganjoni,036,Makande Kpa Nursery School,,
001,Mombasa,006,Mvita,0029,Shimanzi/Ganjoni,037,Makupa Primary School,39.656158,-4.0457
001,Mombasa,006,Mvita,0029,Shimanzi/Ganjoni,038,Makande Primary School,39.654278,-4.0395
001,Mombasa,006,Mvita,0029,Shimanzi/Ganjoni,039,Shimanzi Kpa Nursery School,,
001,Mombasa,006,Mvita,0029,Shimanzi/Ganjoni,040,Kpa Hall High Level,,
001,Mombasa,006,Mvita,0029,Shimanzi/Ganjoni,041,Little Theatre Club,,
001,Mombasa,006,Mvita,0029,Shimanzi/Ganjoni,042,Sacred Heart Primary School,39.661408,-4.06453
001,Mombasa,006,Mvita,0029,Shimanzi/Ganjoni,043,Kpa Social Hall,,
001,Mombasa,006,Mvita,0029,Shimanzi/Ganjoni,044,Bandari College,,
001,Mombasa,006,Mvita,0029,Shimanzi/Ganjoni,045,Ganjoni Municipal Clinic,,
001,Mombasa,006,Mvita,0029,Shimanzi/Ganjoni,046,Majengo Primary School,39.656858,-4.05202
001,Mombasa,006,Mvita,0029,Shimanzi/Ganjoni,047,Kingorani Prison (Jela Baridi),,
001,Mombasa,006,Mvita,0030,Majengo,048,Patel Samaj Hall,,
001,Mombasa,006,Mvita,0030,Majengo,049,Guru Nanak Primary School,39.666378,-4.05705
001,Mombasa,006,Mvita,0030,Majengo,050,Mwembe-Tayari Public Health Department (Phd),,
001,Mombasa,006,Mvita,0030,Majengo,051,Koblenz Hall,,
001,Mombasa,006,Mvita,0030,Majengo,052,Uhuru Gardens,,
001,Mombasa,006,Mvita,0030,Majengo,053,Lohana Hall,,
001,Mombasa,006,Mvita,0030,Majengo,054,Lasco Social Hall (Kpa),,
001,Mombasa,006,Mvita,0030,Majengo,055,Qubaa Primary School,39.658278,-4.05308
001,Mombasa,006,Mvita,0030,Majengo,056,Majengo Village Hall,,
001,Mombasa,006,Mvita,0030,Majengo,057,Sakina Hall,,
001,Mombasa,006,Mvita,0030,Majengo,058,Mvita Primary School,39.660088,-4.05306
002,Kwale,007,Msambweni,0031,Gombato Bongwe,001,Mwaroni Primary School,39.576927,-4.269761
002,Kwale,007,Msambweni,0031,Gombato Bongwe,002,Mwakamba Nurseryschool,,
002,Kwale,007,Msambweni,0031,Gombato Bongwe,003,Shamu Primary School,39.543221,-4.297383
002,Kwale,007,Msambweni,0031,Gombato Bongwe,004,Mwamanga Primary School,39.54667,-4.280687
002,Kwale,007,Msambweni,0031,Gombato Bongwe,005,Mabokoni Primar School,39.519271,-4.310651
002,Kwale,007,Msambweni,0031,Gombato Bongwe,006,Bongwe Primary School,39.558787,-4.283921
002,Kwale,007,Msambweni,0031,Gombato Bongwe,007,Mbuwani Primary School,,
002,Kwale,007,Msambweni,0031,Gombato Bongwe,008,Mwamambi Primary School,39.575243,-4.27724
002,Kwale,007,Msambweni,0031,Gombato Bongwe,009,Jogoo Football Grounds,,
002,Kwale,007,Msambweni,0031,Gombato Bongwe,010,Ministry Of Works Quarters,,
002,Kwale,007,Msambweni,0031,Gombato Bongwe,011,Mlungu Nipa Primary School,,
002,Kwale,007,Msambweni,0031,Gombato Bongwe,012,Mwanjamba Primary School,39.496135,-4.307919
002,Kwale,007,Msambweni,0031,Gombato Bongwe,013,Vukani Primary School,39.524255,-4.263516
002,Kwale,007,Msambweni,0032,Ukunda,014,Mwakigwena Primary School,39.565059,-4.283271
002,Kwale,007,Msambweni,0032,Ukunda,015,Mkwakwani Primary School,39.569984,-4.296712
002,Kwale,007,Msambweni,0032,Ukunda,016,Magutu Primary School,39.55552,-4.297258
002,Kwale,007,Msambweni,0032,Ukunda,017,Mvindeni Primary School,39.546791,-4.316407
002,Kwale,007,Msambweni,0032,Ukunda,018,Ukunda Secondary School,,
002,Kwale,007,Msambweni,0032,Ukunda,019,Malalani Primary School,,
002,Kwale,007,Msambweni,0032,Ukunda,020,Maweni Rainbow School,,
002,Kwale,007,Msambweni,0033,Kinondo,021,Galu Primary School,39.535376,-4.354304
002,Kwale,007,Msambweni,0033,Kinondo,022,Muhaka Primary School,39.576486,-4.346508
002,Kwale,007,Msambweni,0033,Kinondo,023,Kinondo Primary School,39.532047,-4.373918
002,Kwale,007,Msambweni,0033,Kinondo,024,Makongeni Primary School,39.516982,-4.399511
002,Kwale,007,Msambweni,0033,Kinondo,025,Zigira Primary School,39.489207,-4.369271
002,Kwale,007,Msambweni,0033,Kinondo,026,Mkwambani Primary School,39.48231,-4.326581
002,Kwale,007,Msambweni,0033,Kinondo,027,Gazi Primary School,39.506998,-4.426897
002,Kwale,007,Msambweni,0033,Kinondo,028,Magaoni Primary School,39.4727,-4.380219
002,Kwale,007,Msambweni,0033,Kinondo,029,Mwaweche Trading Centre,,
002,Kwale,007,Msambweni,0033,Kinondo,030,Madago Primary School,39.549803,-4.355543
002,Kwale,007,Msambweni,0033,Kinondo,031,Kilole Primary School,39.506623,-4.356827
002,Kwale,007,Msambweni,0033,Kinondo,032,Mwabungo Primary School,39.53437,-4.342802
002,Kwale,007,Msambweni,0034,Ramisi,033,Vingujini Primary School,39.485024,-4.468279
002,Kwale,007,Msambweni,0034,Ramisi,034,Msambweni Primary School,39.477098,-4.479828
002,Kwale,007,Msambweni,0034,Ramisi,035,Jomokenyatta Primary School,,
002,Kwale,007,Msambweni,0034,Ramisi,036,Milalani Primary School,39.459034,-4.47391
002,Kwale,007,Msambweni,0034,Ramisi,037,Mwagundu Nursery School,,
002,Kwale,007,Msambweni,0034,Ramisi,038,Nyumba Sita Nursery School,,
002,Kwale,007,Msambweni,0034,Ramisi,039,Gonjora Nursery School,,
002,Kwale,007,Msambweni,0034,Ramisi,040,Nganja Primary School,,
002,Kwale,007,Msambweni,0034,Ramisi,041,Mivumoni Primary School,39.401709,-4.420848
002,Kwale,007,Msambweni,0034,Ramisi,042,Eshu Primary School,39.34698,-4.414014
002,Kwale,007,Msambweni,0034,Ramisi,043,Mwachande Primary School,39.380629,-4.463371
002,Kwale,007,Msambweni,0034,Ramisi,044,Fingirika Nurseryschool,,
002,Kwale,007,Msambweni,0034,Ramisi,045,Mafisini Primary School,39.383079,-4.436948
002,Kwale,007,Msambweni,0034,Ramisi,046,Magodi Primary School,39.372445,-4.416992
002,Kwale,007,Msambweni,0034,Ramisi,047,Kidzumbani Primary School,,
002,Kwale,007,Msambweni,0034,Ramisi,048,Maphombe Primary School,39.333634,-4.396764
002,Kwale,007,Msambweni,0034,Ramisi,049,Kingwede Primary School,39.457308,-4.49212
002,Kwale,007,Msambweni,0034,Ramisi,050,Munje Primary School,39.456963,-4.510707
002,Kwale,007,Msambweni,0034,Ramisi,051,Funzi Primary School,39.438801,-4.571183
002,Kwale,007,Msambweni,0034,Ramisi,052,Ramisi Primary School,39.39764,-4.524638
002,Kwale,007,Msambweni,0034,Ramisi,053,Bodo Primary School,39.410356,-4.548967
002,Kwale,007,Msambweni,0034,Ramisi,054,Shirazi Primary School,39.417317,-4.528888
002,Kwale,007,Msambweni,0034,Ramisi,055,Fahamuni Primary School,39.429496,-4.498698
002,Kwale,007,Msambweni,0034,Ramisi,056,Ndzovuni Nursery School,,
002,Kwale,007,Msambweni,0034,Ramisi,057,Vidungeni Trading Centre,,
002,Kwale,007,Msambweni,0034,Ramisi,058,Kilulu Primary School,39.354216,-4.399078
002,Kwale,007,Msambweni,0034,Ramisi,059,Dzibwage Primary School,,
002,Kwale,007,Msambweni,0034,Ramisi,060,Darigube Nursery School,,
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,001,Shimoni Primary School,39.375848,-4.646435
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,002,Kichaka Mkwaju Primary Sch.,,
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,003,Wasini Primary School,,
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,004,Mkwiro Primary School,39.395606,-4.662589
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,005,Kidimu Primary School,39.367362,-4.549286
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,006,Tswaka Primary School,39.349261,-4.602178
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,007,Mzizima Primary School,39.963188,-3.31548
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,008,Majoreni Primary School,39.283636,-4.571091
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,009,Ganda Primary School,40.094778,-3.221
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,010,Mwangwei Primary School,39.277329,-4.520427
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,011,Chiromo Nursery School,,
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,012,Mwazaro Nursery School,,
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,013,Mzizima Dispensary,,
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,014,Kikoneni Primary School,39.311468,-4.4477
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,015,Mwandeo Primary School,39.320087,-4.410393
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,016,Mabafweni Primary School,,
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,017,Vwivwini Primary School,39.347715,-4.472274
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,018,Mwambalazi Primary School,39.320328,-4.470841
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,019,Kigombero Primary School,,
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,020,Mshiu Primary School,39.308943,-4.528539
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,021,Kiruku Primary School,39.293259,-4.47394
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,022,Kanana Nursery School,,
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,023,Nikaphu Nursery School,,
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,024,Mwauga Nursery School,,
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,025,Bwiti Primary School,,
002,Kwale,008,Lungalunga,0035,Pongwe/Kikoneni,026,Mwarutswa Trading Centre,,
002,Kwale,008,Lungalunga,0036,Dzombo,027,Mwananyamala Primary School,39.262858,-4.434534
002,Kwale,008,Lungalunga,0036,Dzombo,028,Mamba Primary School,39.242481,-4.459231
002,Kwale,008,Lungalunga,0036,Dzombo,029,Mrima Primary School,39.24325,-4.493718
002,Kwale,008,Lungalunga,0036,Dzombo,030,Mgome Primary School,,
002,Kwale,008,Lungalunga,0036,Dzombo,031,Mwanguda Primary School,,
002,Kwale,008,Lungalunga,0036,Dzombo,032,Vitsangalaweni Primary School,39.210438,-4.48393
002,Kwale,008,Lungalunga,0036,Dzombo,033,Menza Mwenye Primary School,,
002,Kwale,008,Lungalunga,0036,Dzombo,034,Bengo Primary School,,
002,Kwale,008,Lungalunga,0036,Dzombo,035,Kiranze Primary School,,
002,Kwale,008,Lungalunga,0036,Dzombo,036,Dzombo Primary School,39.213879,-4.451458
002,Kwale,008,Lungalunga,0036,Dzombo,037,Kitungure Primary School,39.27696,-4.407816
002,Kwale,008,Lungalunga,0036,Dzombo,038,Kinyungu Primary School,,
002,Kwale,008,Lungalunga,0036,Dzombo,039,Nguluku Primary School,,
002,Kwale,008,Lungalunga,0036,Dzombo,040,Bandu Primary School,,
002,Kwale,008,Lungalunga,0036,Dzombo,041,Kikonde Primary School,,
002,Kwale,008,Lungalunga,0036,Dzombo,042,Makambani Trading Centre,,
002,Kwale,008,Lungalunga,0037,Mwereni,043,Pangani Primary School,39.663615,-3.865
002,Kwale,008,Lungalunga,0037,Mwereni,044,Kasemeni Primary School,39.026374,-4.428831
002,Kwale,008,Lungalunga,0037,Mwereni,045,Mzuri Nursery School,,
002,Kwale,008,Lungalunga,0037,Mwereni,046,Mabambarani Primary School,,
002,Kwale,008,Lungalunga,0037,Mwereni,047,Mwena Primary School,39.132092,-4.484246
002,Kwale,008,Lungalunga,0037,Mwereni,048,Maledi Primary School,39.127088,-4.442303
002,Kwale,008,Lungalunga,0037,Mwereni,049,Mwangulu Primary School,39.127408,-4.408602
002,Kwale,008,Lungalunga,0037,Mwereni,050,Manda Primary School,39.183878,-4.5096
